sps,test,model,run,PA,score,Cutoff,Sensitivity,Specificity
Dcon,SR,SRE,RUN1,PA1,0.987,495,86.193,99.424
Dcon,ACCURACY,SRE,RUN1,PA1,0.949,495,86.193,99.424
Dcon,BIAS,SRE,RUN1,PA1,0.873,495,86.193,99.424
Dcon,POD,SRE,RUN1,PA1,0.862,495,86.193,99.424
Dcon,CSI,SRE,RUN1,PA1,0.853,495,86.193,99.424
Dcon,ETS,SRE,RUN1,PA1,0.79,495,86.193,99.424
Dcon,KAPPA,RF,RUN1,PA1,0.987,646,99.59,99.316
Dcon,TSS,RF,RUN1,PA1,0.989,646,99.59,99.316
Dcon,ROC,RF,RUN1,PA1,0.999,NA,NA,NA
Dcon,FAR,RF,RUN1,PA1,0.99,989,97.676,99.496
Dcon,SR,RF,RUN1,PA1,0.99,989,97.676,99.496
Dcon,ACCURACY,RF,RUN1,PA1,0.994,646,99.59,99.316
Dcon,BIAS,RF,RUN1,PA1,1,933,98.975,99.46
Dcon,POD,RF,RUN1,PA1,1,0,100,0
Dcon,CSI,RF,RUN1,PA1,0.983,646,99.59,99.316
Dcon,ETS,RF,RUN1,PA1,0.974,646,99.59,99.316
Dcon,KAPPA,GLM,RUN2,PA1,0.961,494,98.428,98.091
Dcon,TSS,GLM,RUN2,PA1,0.965,494,98.428,98.091
Dcon,ROC,GLM,RUN2,PA1,0.983,NA,NA,NA
Dcon,FAR,GLM,RUN2,PA1,0.965,494,98.428,98.091
Dcon,SR,GLM,RUN2,PA1,0.965,494,98.428,98.091
Dcon,ACCURACY,GLM,RUN2,PA1,0.982,494,98.428,98.091
Dcon,BIAS,GLM,RUN2,PA1,0.979,494,98.428,98.091
Dcon,POD,GLM,RUN2,PA1,0.984,494,98.428,98.091
Dcon,CSI,GLM,RUN2,PA1,0.95,494,98.428,98.091
Dcon,ETS,GLM,RUN2,PA1,0.924,494,98.428,98.091
Dcon,KAPPA,ANN,RUN2,PA1,0.951,429,99.248,96.974
Dcon,TSS,ANN,RUN2,PA1,0.962,429,99.248,96.974
Dcon,ROC,ANN,RUN2,PA1,0.991,NA,NA,NA
Dcon,FAR,ANN,RUN2,PA1,0.969,973,93.301,98.415
Dcon,SR,ANN,RUN2,PA1,0.969,973,93.301,98.415
Dcon,ACCURACY,ANN,RUN2,PA1,0.978,429,99.248,96.974
Dcon,BIAS,ANN,RUN2,PA1,0.997,943,96.787,98.163
Dcon,POD,ANN,RUN2,PA1,1,3,100,0
Dcon,CSI,ANN,RUN2,PA1,0.939,429,99.248,96.974
Dcon,ETS,ANN,RUN2,PA1,0.907,429,99.248,96.974
Dcon,KAPPA,SRE,RUN2,PA1,0.876,495,85.031,99.64
Dcon,TSS,SRE,RUN2,PA1,0.847,495,85.031,99.64
Dcon,ROC,SRE,RUN2,PA1,0.923,NA,NA,NA
Dcon,FAR,SRE,RUN2,PA1,0.992,495,85.031,99.64
Dcon,SR,SRE,RUN2,PA1,0.992,495,85.031,99.64
Dcon,ACCURACY,SRE,RUN2,PA1,0.946,495,85.031,99.64
Dcon,BIAS,SRE,RUN2,PA1,0.857,495,85.031,99.64
Dcon,POD,SRE,RUN2,PA1,0.85,495,85.031,99.64
Dcon,CSI,SRE,RUN2,PA1,0.845,495,85.031,99.64
Dcon,ETS,SRE,RUN2,PA1,0.78,495,85.031,99.64
Dcon,KAPPA,RF,RUN2,PA1,0.986,525,99.522,99.316
Dcon,TSS,RF,RUN2,PA1,0.989,308,99.658,99.207
Dcon,ROC,RF,RUN2,PA1,0.999,NA,NA,NA
Dcon,FAR,RF,RUN2,PA1,0.994,989,97.539,99.712
Dcon,SR,RF,RUN2,PA1,0.994,989,97.539,99.712
Dcon,ACCURACY,RF,RUN2,PA1,0.994,525,99.522,99.316
Dcon,BIAS,RF,RUN2,PA1,1,807,98.975,99.46
Dcon,POD,RF,RUN2,PA1,1,0,100,0
Dcon,CSI,RF,RUN2,PA1,0.982,525,99.522,99.316
Dcon,ETS,RF,RUN2,PA1,0.973,525,99.522,99.316
Dcon,KAPPA,GLM,RUN3,PA1,0.974,466,99.522,98.451
Dcon,TSS,GLM,RUN3,PA1,0.98,466,99.522,98.451
Dcon,ROC,GLM,RUN3,PA1,0.998,NA,NA,NA
Dcon,FAR,GLM,RUN3,PA1,0.985,982,96.036,99.244
Dcon,SR,GLM,RUN3,PA1,0.985,982,96.036,99.244
Dcon,ACCURACY,GLM,RUN3,PA1,0.988,502,99.522,98.451
Dcon,BIAS,GLM,RUN3,PA1,1,962,98.154,99.027
Dcon,POD,GLM,RUN3,PA1,1,1,100,0
Dcon,CSI,GLM,RUN3,PA1,0.967,466,99.522,98.451
Dcon,ETS,GLM,RUN3,PA1,0.949,466,99.522,98.451
Dcon,KAPPA,ANN,RUN3,PA1,0.979,747.5,99.658,98.703
Dcon,TSS,ANN,RUN3,PA1,0.984,502,99.795,98.595
Dcon,ROC,ANN,RUN3,PA1,0.997,NA,NA,NA
Dcon,FAR,ANN,RUN3,PA1,0.986,983,95.967,99.28
Dcon,SR,ANN,RUN3,PA1,0.986,983,95.967,99.28
Dcon,ACCURACY,ANN,RUN3,PA1,0.99,747.5,99.658,98.703
Dcon,BIAS,ANN,RUN3,PA1,0.999,953,98.154,98.919
Dcon,POD,ANN,RUN3,PA1,1,1,100,0
Dcon,CSI,ANN,RUN3,PA1,0.973,747.5,99.658,98.703
Dcon,ETS,ANN,RUN3,PA1,0.958,747.5,99.658,98.703
Dcon,KAPPA,SRE,RUN3,PA1,0.876,495,85.099,99.604
Dcon,TSS,SRE,RUN3,PA1,0.847,495,85.099,99.604
Dcon,ROC,SRE,RUN3,PA1,0.924,NA,NA,NA
Dcon,FAR,SRE,RUN3,PA1,0.991,495,85.099,99.604
Dcon,SR,SRE,RUN3,PA1,0.991,495,85.099,99.604
Dcon,ACCURACY,SRE,RUN3,PA1,0.946,495,85.099,99.604
Dcon,BIAS,SRE,RUN3,PA1,0.859,495,85.099,99.604
Dcon,POD,SRE,RUN3,PA1,0.851,495,85.099,99.604
Dcon,CSI,SRE,RUN3,PA1,0.845,495,85.099,99.604
Dcon,ETS,SRE,RUN3,PA1,0.78,495,85.099,99.604
Dcon,KAPPA,RF,RUN3,PA1,0.986,348,99.727,99.171
Dcon,TSS,RF,RUN3,PA1,0.989,348,99.727,99.171
Dcon,ROC,RF,RUN3,PA1,0.998,NA,NA,NA
Dcon,FAR,RF,RUN3,PA1,0.991,918,98.701,99.532
Dcon,SR,RF,RUN3,PA1,0.991,918,98.701,99.532
Dcon,ACCURACY,RF,RUN3,PA1,0.994,489,99.59,99.244
Dcon,BIAS,RF,RUN3,PA1,1,858,98.838,99.388
Dcon,POD,RF,RUN3,PA1,1,0,100,0
Dcon,CSI,RF,RUN3,PA1,0.982,348,99.727,99.171
Dcon,ETS,RF,RUN3,PA1,0.972,348,99.727,99.171
Dcon,KAPPA,GLM,RUN4,PA1,0.957,494,98.36,97.911
Dcon,TSS,GLM,RUN4,PA1,0.963,494,98.36,97.911
Dcon,ROC,GLM,RUN4,PA1,0.981,NA,NA,NA
Dcon,FAR,GLM,RUN4,PA1,0.961,494,98.36,97.911
Dcon,SR,GLM,RUN4,PA1,0.961,494,98.36,97.911
Dcon,ACCURACY,GLM,RUN4,PA1,0.981,494,98.36,97.911
Dcon,BIAS,GLM,RUN4,PA1,0.977,494,98.36,97.911
Dcon,POD,GLM,RUN4,PA1,0.984,494,98.36,97.911
Dcon,CSI,GLM,RUN4,PA1,0.946,494,98.36,97.911
Dcon,ETS,GLM,RUN4,PA1,0.918,494,98.36,97.911
Dcon,KAPPA,ANN,RUN4,PA1,0.98,882,99.658,98.775
Dcon,TSS,ANN,RUN4,PA1,0.985,371,99.795,98.703
Dcon,ROC,ANN,RUN4,PA1,0.995,NA,NA,NA
Dcon,FAR,ANN,RUN4,PA1,0.982,982,98.223,99.027
Dcon,SR,ANN,RUN4,PA1,0.982,982,98.223,99.027
Dcon,ACCURACY,ANN,RUN4,PA1,0.991,882,99.658,98.775
Dcon,BIAS,ANN,RUN4,PA1,0.999,982,98.223,99.027
Dcon,POD,ANN,RUN4,PA1,0.999,131,99.863,98.487
Dcon,CSI,ANN,RUN4,PA1,0.975,882,99.658,98.775
Dcon,ETS,ANN,RUN4,PA1,0.961,882,99.658,98.775
Dcon,KAPPA,SRE,RUN4,PA1,0.875,495,84.894,99.604
Dcon,TSS,SRE,RUN4,PA1,0.845,495,84.894,99.604
Dcon,ROC,SRE,RUN4,PA1,0.922,NA,NA,NA
Dcon,FAR,SRE,RUN4,PA1,0.991,495,84.894,99.604
Dcon,SR,SRE,RUN4,PA1,0.991,495,84.894,99.604
Dcon,ACCURACY,SRE,RUN4,PA1,0.945,495,84.894,99.604
Dcon,BIAS,SRE,RUN4,PA1,0.856,495,84.894,99.604
Dcon,POD,SRE,RUN4,PA1,0.849,495,84.894,99.604
Dcon,CSI,SRE,RUN4,PA1,0.843,495,84.894,99.604
Dcon,ETS,SRE,RUN4,PA1,0.777,495,84.894,99.604
Dcon,KAPPA,RF,RUN4,PA1,0.988,363,99.863,99.244
Dcon,TSS,RF,RUN4,PA1,0.991,363,99.863,99.244
Dcon,ROC,RF,RUN4,PA1,0.999,NA,NA,NA
Dcon,FAR,RF,RUN4,PA1,0.994,989,97.744,99.712
Dcon,SR,RF,RUN4,PA1,0.994,989,97.744,99.712
Dcon,ACCURACY,RF,RUN4,PA1,0.995,363,99.863,99.244
Dcon,BIAS,RF,RUN4,PA1,1,858,99.043,99.496
Dcon,POD,RF,RUN4,PA1,1,0,100,0
Dcon,CSI,RF,RUN4,PA1,0.985,363,99.863,99.244
Dcon,ETS,RF,RUN4,PA1,0.976,363,99.863,99.244
Dcon,KAPPA,GLM,RUN5,PA1,0.978,557,99.59,98.703
Dcon,TSS,GLM,RUN5,PA1,0.983,557,99.59,98.703
Dcon,ROC,GLM,RUN5,PA1,0.997,NA,NA,NA
Dcon,FAR,GLM,RUN5,PA1,0.984,962,98.018,99.135
Dcon,SR,GLM,RUN5,PA1,0.984,962,98.018,99.135
Dcon,ACCURACY,GLM,RUN5,PA1,0.99,557,99.59,98.703
Dcon,BIAS,GLM,RUN5,PA1,0.999,942,98.154,99.063
Dcon,POD,GLM,RUN5,PA1,1,1,100,0
Dcon,CSI,GLM,RUN5,PA1,0.972,557,99.59,98.703
Dcon,ETS,GLM,RUN5,PA1,0.957,557,99.59,98.703
Dcon,KAPPA,ANN,RUN5,PA1,0.979,669,99.248,98.919
Dcon,TSS,ANN,RUN5,PA1,0.982,197,99.727,98.523
Dcon,ROC,ANN,RUN5,PA1,0.997,NA,NA,NA
Dcon,FAR,ANN,RUN5,PA1,0.988,985,95.284,99.388
Dcon,SR,ANN,RUN5,PA1,0.988,985,95.284,99.388
Dcon,ACCURACY,ANN,RUN5,PA1,0.99,689,99.248,98.919
Dcon,BIAS,ANN,RUN5,PA1,1,915,98.428,99.135
Dcon,POD,ANN,RUN5,PA1,1,1,100,0
Dcon,CSI,ANN,RUN5,PA1,0.973,669,99.248,98.919
Dcon,ETS,ANN,RUN5,PA1,0.958,669,99.248,98.919
Dcon,KAPPA,SRE,RUN5,PA1,0.866,495,84.074,99.46
Dcon,TSS,SRE,RUN5,PA1,0.835,495,84.074,99.46
Dcon,ROC,SRE,RUN5,PA1,0.918,NA,NA,NA
Dcon,FAR,SRE,RUN5,PA1,0.988,495,84.074,99.46
Dcon,SR,SRE,RUN5,PA1,0.988,495,84.074,99.46
Dcon,ACCURACY,SRE,RUN5,PA1,0.941,495,84.074,99.46
Dcon,BIAS,SRE,RUN5,PA1,0.851,495,84.074,99.46
Dcon,POD,SRE,RUN5,PA1,0.841,495,84.074,99.46
Dcon,CSI,SRE,RUN5,PA1,0.832,495,84.074,99.46
Dcon,ETS,SRE,RUN5,PA1,0.763,495,84.074,99.46
Dcon,KAPPA,RF,RUN5,PA1,0.986,303,99.658,99.244
Dcon,TSS,RF,RUN5,PA1,0.989,303,99.658,99.244
Dcon,ROC,RF,RUN5,PA1,0.998,NA,NA,NA
Dcon,FAR,RF,RUN5,PA1,0.992,979,97.744,99.604
Dcon,SR,RF,RUN5,PA1,0.992,979,97.744,99.604
Dcon,ACCURACY,RF,RUN5,PA1,0.994,419,99.59,99.28
Dcon,BIAS,RF,RUN5,PA1,1,550,98.633,99.28
Dcon,POD,RF,RUN5,PA1,1,1,100,0
Dcon,CSI,RF,RUN5,PA1,0.982,303,99.658,99.244
Dcon,ETS,RF,RUN5,PA1,0.973,303,99.658,99.244
Dden,KAPPA,GLM,RUN1,PA1,0.833,980,92.771,99.17
Dden,TSS,GLM,RUN1,PA1,0.966,26,100,96.57
Dden,ROC,GLM,RUN1,PA1,0.996,NA,NA,NA
Dden,FAR,GLM,RUN1,PA1,0.781,980,92.771,99.17
Dden,SR,GLM,RUN1,PA1,0.781,980,92.771,99.17
Dden,ACCURACY,GLM,RUN1,PA1,0.99,980,92.771,99.17
Dden,BIAS,GLM,RUN1,PA1,0.843,980,92.771,99.17
Dden,POD,GLM,RUN1,PA1,1,16,100,96.209
Dden,CSI,GLM,RUN1,PA1,0.721,980,92.771,99.17
Dden,ETS,GLM,RUN1,PA1,0.713,980,92.771,99.17
Dden,KAPPA,ANN,RUN1,PA1,0.844,975,84.337,99.567
Dden,TSS,ANN,RUN1,PA1,0.962,15,100,96.065
Dden,ROC,ANN,RUN1,PA1,0.996,NA,NA,NA
Dden,FAR,ANN,RUN1,PA1,0.854,975,84.337,99.567
Dden,SR,ANN,RUN1,PA1,0.854,975,84.337,99.567
Dden,ACCURACY,ANN,RUN1,PA1,0.991,975,84.337,99.567
Dden,BIAS,ANN,RUN1,PA1,0.988,975,84.337,99.567
Dden,POD,ANN,RUN1,PA1,1,10,100,95.271
Dden,CSI,ANN,RUN1,PA1,0.737,975,84.337,99.567
Dden,ETS,ANN,RUN1,PA1,0.73,975,84.337,99.567
Dden,KAPPA,SRE,RUN1,PA1,0.844,495,80.723,99.711
Dden,TSS,SRE,RUN1,PA1,0.804,495,80.723,99.711
Dden,ROC,SRE,RUN1,PA1,0.902,NA,NA,NA
Dden,FAR,SRE,RUN1,PA1,0.893,495,80.723,99.711
Dden,SR,SRE,RUN1,PA1,0.893,495,80.723,99.711
Dden,ACCURACY,SRE,RUN1,PA1,0.992,495,80.723,99.711
Dden,BIAS,SRE,RUN1,PA1,0.904,495,80.723,99.711
Dden,POD,SRE,RUN1,PA1,0.807,495,80.723,99.711
Dden,CSI,SRE,RUN1,PA1,0.736,495,80.723,99.711
Dden,ETS,SRE,RUN1,PA1,0.73,495,80.723,99.711
Dden,KAPPA,RF,RUN1,PA1,0.888,771,89.157,99.675
Dden,TSS,RF,RUN1,PA1,0.956,25,100,95.56
Dden,ROC,RF,RUN1,PA1,0.997,NA,NA,NA
Dden,FAR,RF,RUN1,PA1,0.901,816,87.952,99.711
Dden,SR,RF,RUN1,PA1,0.901,816,87.952,99.711
Dden,ACCURACY,RF,RUN1,PA1,0.994,811,87.952,99.711
Dden,BIAS,RF,RUN1,PA1,1,771,89.157,99.675
Dden,POD,RF,RUN1,PA1,1,20,100,94.007
Dden,CSI,RF,RUN1,PA1,0.804,771,89.157,99.675
Dden,ETS,RF,RUN1,PA1,0.799,771,89.157,99.675
Dden,KAPPA,GLM,RUN2,PA1,0.807,980,91.566,98.953
Dden,TSS,GLM,RUN2,PA1,0.964,393,98.795,97.581
Dden,ROC,GLM,RUN2,PA1,0.996,NA,NA,NA
Dden,FAR,GLM,RUN2,PA1,0.731,980,91.566,98.953
Dden,SR,GLM,RUN2,PA1,0.731,980,91.566,98.953
Dden,ACCURACY,GLM,RUN2,PA1,0.988,980,91.566,98.953
Dden,BIAS,GLM,RUN2,PA1,0.747,980,91.566,98.953
Dden,POD,GLM,RUN2,PA1,1,5,100,0
Dden,CSI,GLM,RUN2,PA1,0.685,980,91.566,98.953
Dden,ETS,GLM,RUN2,PA1,0.676,980,91.566,98.953
Dden,KAPPA,ANN,RUN2,PA1,0.856,986,89.157,99.458
Dden,TSS,ANN,RUN2,PA1,0.976,51,100,97.617
Dden,ROC,ANN,RUN2,PA1,0.996,NA,NA,NA
Dden,FAR,ANN,RUN2,PA1,0.831,986,89.157,99.458
Dden,SR,ANN,RUN2,PA1,0.831,986,89.157,99.458
Dden,ACCURACY,ANN,RUN2,PA1,0.992,986,89.157,99.458
Dden,BIAS,ANN,RUN2,PA1,0.928,986,89.157,99.458
Dden,POD,ANN,RUN2,PA1,1,26,100,97.292
Dden,CSI,ANN,RUN2,PA1,0.755,986,89.157,99.458
Dden,ETS,ANN,RUN2,PA1,0.748,986,89.157,99.458
Dden,KAPPA,SRE,RUN2,PA1,0.913,495,91.566,99.747
Dden,TSS,SRE,RUN2,PA1,0.913,495,91.566,99.747
Dden,ROC,SRE,RUN2,PA1,0.957,NA,NA,NA
Dden,FAR,SRE,RUN2,PA1,0.916,495,91.566,99.747
Dden,SR,SRE,RUN2,PA1,0.916,495,91.566,99.747
Dden,ACCURACY,SRE,RUN2,PA1,0.995,495,91.566,99.747
Dden,BIAS,SRE,RUN2,PA1,1,495,91.566,99.747
Dden,POD,SRE,RUN2,PA1,0.916,495,91.566,99.747
Dden,CSI,SRE,RUN2,PA1,0.844,495,91.566,99.747
Dden,ETS,SRE,RUN2,PA1,0.84,495,91.566,99.747
Dden,KAPPA,RF,RUN2,PA1,0.92,950,92.771,99.747
Dden,TSS,RF,RUN2,PA1,0.968,144,97.59,99.242
Dden,ROC,RF,RUN2,PA1,0.998,NA,NA,NA
Dden,FAR,RF,RUN2,PA1,0.917,950,92.771,99.747
Dden,SR,RF,RUN2,PA1,0.917,950,92.771,99.747
Dden,ACCURACY,RF,RUN2,PA1,0.995,950,92.771,99.747
Dden,BIAS,RF,RUN2,PA1,1,975,91.566,99.747
Dden,POD,RF,RUN2,PA1,1,14,100,95.415
Dden,CSI,RF,RUN2,PA1,0.856,950,92.771,99.747
Dden,ETS,RF,RUN2,PA1,0.852,950,92.771,99.747
Dden,KAPPA,GLM,RUN3,PA1,0.815,979,95.181,98.917
Dden,TSS,GLM,RUN3,PA1,0.973,321,100,97.292
Dden,ROC,GLM,RUN3,PA1,0.998,NA,NA,NA
Dden,FAR,GLM,RUN3,PA1,0.729,979,95.181,98.917
Dden,SR,GLM,RUN3,PA1,0.729,979,95.181,98.917
Dden,ACCURACY,GLM,RUN3,PA1,0.988,979,95.181,98.917
Dden,BIAS,GLM,RUN3,PA1,0.711,979,95.181,98.917
Dden,POD,GLM,RUN3,PA1,1,176,100,96.859
Dden,CSI,GLM,RUN3,PA1,0.696,979,95.181,98.917
Dden,ETS,GLM,RUN3,PA1,0.688,979,95.181,98.917
Dden,KAPPA,ANN,RUN3,PA1,0.825,983,91.566,99.134
Dden,TSS,ANN,RUN3,PA1,0.947,794,96.386,98.339
Dden,ROC,ANN,RUN3,PA1,0.995,NA,NA,NA
Dden,FAR,ANN,RUN3,PA1,0.76,983,91.566,99.134
Dden,SR,ANN,RUN3,PA1,0.76,983,91.566,99.134
Dden,ACCURACY,ANN,RUN3,PA1,0.989,983,91.566,99.134
Dden,BIAS,ANN,RUN3,PA1,0.795,983,91.566,99.134
Dden,POD,ANN,RUN3,PA1,1,7,100,0
Dden,CSI,ANN,RUN3,PA1,0.71,983,91.566,99.134
Dden,ETS,ANN,RUN3,PA1,0.702,983,91.566,99.134
Dden,KAPPA,SRE,RUN3,PA1,0.917,495,89.157,99.856
Dden,TSS,SRE,RUN3,PA1,0.89,495,89.157,99.856
Dden,ROC,SRE,RUN3,PA1,0.945,NA,NA,NA
Dden,FAR,SRE,RUN3,PA1,0.949,495,89.157,99.856
Dden,SR,SRE,RUN3,PA1,0.949,495,89.157,99.856
Dden,ACCURACY,SRE,RUN3,PA1,0.995,495,89.157,99.856
Dden,BIAS,SRE,RUN3,PA1,0.94,495,89.157,99.856
Dden,POD,SRE,RUN3,PA1,0.892,495,89.157,99.856
Dden,CSI,SRE,RUN3,PA1,0.851,495,89.157,99.856
Dden,ETS,SRE,RUN3,PA1,0.847,495,89.157,99.856
Dden,KAPPA,RF,RUN3,PA1,0.931,970,91.566,99.856
Dden,TSS,RF,RUN3,PA1,0.985,124,100,98.484
Dden,ROC,RF,RUN3,PA1,0.999,NA,NA,NA
Dden,FAR,RF,RUN3,PA1,0.95,970,91.566,99.856
Dden,SR,RF,RUN3,PA1,0.95,970,91.566,99.856
Dden,ACCURACY,RF,RUN3,PA1,0.996,970,91.566,99.856
Dden,BIAS,RF,RUN3,PA1,0.988,899,91.566,99.711
Dden,POD,RF,RUN3,PA1,1,63,100,97.653
Dden,CSI,RF,RUN3,PA1,0.874,970,91.566,99.856
Dden,ETS,RF,RUN3,PA1,0.87,970,91.566,99.856
Dden,KAPPA,GLM,RUN4,PA1,0.813,980,92.771,98.989
Dden,TSS,GLM,RUN4,PA1,0.973,242,100,97.256
Dden,ROC,GLM,RUN4,PA1,0.996,NA,NA,NA
Dden,FAR,GLM,RUN4,PA1,0.733,980,92.771,98.989
Dden,SR,GLM,RUN4,PA1,0.733,980,92.771,98.989
Dden,ACCURACY,GLM,RUN4,PA1,0.988,980,92.771,98.989
Dden,BIAS,GLM,RUN4,PA1,0.735,980,92.771,98.989
Dden,POD,GLM,RUN4,PA1,1,128,100,96.968
Dden,CSI,GLM,RUN4,PA1,0.694,980,92.771,98.989
Dden,ETS,GLM,RUN4,PA1,0.685,980,92.771,98.989
Dden,KAPPA,ANN,RUN4,PA1,0.809,984,90.361,99.061
Dden,TSS,ANN,RUN4,PA1,0.973,33,100,97.22
Dden,ROC,ANN,RUN4,PA1,0.996,NA,NA,NA
Dden,FAR,ANN,RUN4,PA1,0.743,984,90.361,99.061
Dden,SR,ANN,RUN4,PA1,0.743,984,90.361,99.061
Dden,ACCURACY,ANN,RUN4,PA1,0.988,984,90.361,99.061
Dden,BIAS,ANN,RUN4,PA1,0.783,984,90.361,99.061
Dden,POD,ANN,RUN4,PA1,1,18,100,96.534
Dden,CSI,ANN,RUN4,PA1,0.688,984,90.361,99.061
Dden,ETS,ANN,RUN4,PA1,0.679,984,90.361,99.061
Dden,KAPPA,SRE,RUN4,PA1,0.901,495,90.361,99.711
Dden,TSS,SRE,RUN4,PA1,0.901,495,90.361,99.711
Dden,ROC,SRE,RUN4,PA1,0.95,NA,NA,NA
Dden,FAR,SRE,RUN4,PA1,0.904,495,90.361,99.711
Dden,SR,SRE,RUN4,PA1,0.904,495,90.361,99.711
Dden,ACCURACY,SRE,RUN4,PA1,0.994,495,90.361,99.711
Dden,BIAS,SRE,RUN4,PA1,1,495,90.361,99.711
Dden,POD,SRE,RUN4,PA1,0.904,495,90.361,99.711
Dden,CSI,SRE,RUN4,PA1,0.824,495,90.361,99.711
Dden,ETS,SRE,RUN4,PA1,0.819,495,90.361,99.711
Dden,KAPPA,RF,RUN4,PA1,0.931,975,91.566,99.856
Dden,TSS,RF,RUN4,PA1,0.946,304,95.181,99.458
Dden,ROC,RF,RUN4,PA1,0.985,NA,NA,NA
Dden,FAR,RF,RUN4,PA1,0.95,975,91.566,99.856
Dden,SR,RF,RUN4,PA1,0.95,975,91.566,99.856
Dden,ACCURACY,RF,RUN4,PA1,0.996,975,91.566,99.856
Dden,BIAS,RF,RUN4,PA1,1,940,92.771,99.783
Dden,POD,RF,RUN4,PA1,0.976,15,100,0
Dden,CSI,RF,RUN4,PA1,0.874,975,91.566,99.856
Dden,ETS,RF,RUN4,PA1,0.87,975,91.566,99.856
Dden,KAPPA,GLM,RUN5,PA1,0.839,980,91.566,99.17
Dden,TSS,GLM,RUN5,PA1,0.969,272,100,96.931
Dden,ROC,GLM,RUN5,PA1,0.997,NA,NA,NA
Dden,FAR,GLM,RUN5,PA1,0.784,980,91.566,99.17
Dden,SR,GLM,RUN5,PA1,0.784,980,91.566,99.17
Dden,ACCURACY,GLM,RUN5,PA1,0.99,980,91.566,99.17
Dden,BIAS,GLM,RUN5,PA1,0.831,980,91.566,99.17
Dden,POD,GLM,RUN5,PA1,1,138,100,96.57
Dden,CSI,GLM,RUN5,PA1,0.731,980,91.566,99.17
Dden,ETS,GLM,RUN5,PA1,0.723,980,91.566,99.17
Dden,KAPPA,ANN,RUN5,PA1,0.838,982,90.361,99.278
Dden,TSS,ANN,RUN5,PA1,0.938,903,95.181,98.592
Dden,ROC,ANN,RUN5,PA1,0.991,NA,NA,NA
Dden,FAR,ANN,RUN5,PA1,0.789,982,90.361,99.278
Dden,SR,ANN,RUN5,PA1,0.789,982,90.361,99.278
Dden,ACCURACY,ANN,RUN5,PA1,0.99,982,90.361,99.278
Dden,BIAS,ANN,RUN5,PA1,0.855,982,90.361,99.278
Dden,POD,ANN,RUN5,PA1,1,15,100,0
Dden,CSI,ANN,RUN5,PA1,0.728,982,90.361,99.278
Dden,ETS,ANN,RUN5,PA1,0.721,982,90.361,99.278
Dden,KAPPA,SRE,RUN5,PA1,0.907,495,91.566,99.711
Dden,TSS,SRE,RUN5,PA1,0.913,495,91.566,99.711
Dden,ROC,SRE,RUN5,PA1,0.956,NA,NA,NA
Dden,FAR,SRE,RUN5,PA1,0.905,495,91.566,99.711
Dden,SR,SRE,RUN5,PA1,0.905,495,91.566,99.711
Dden,ACCURACY,SRE,RUN5,PA1,0.995,495,91.566,99.711
Dden,BIAS,SRE,RUN5,PA1,0.988,495,91.566,99.711
Dden,POD,SRE,RUN5,PA1,0.916,495,91.566,99.711
Dden,CSI,SRE,RUN5,PA1,0.835,495,91.566,99.711
Dden,ETS,SRE,RUN5,PA1,0.831,495,91.566,99.711
Dden,KAPPA,RF,RUN5,PA1,0.931,990,91.566,99.856
Dden,TSS,RF,RUN5,PA1,0.965,94,97.59,98.953
Dden,ROC,RF,RUN5,PA1,0.992,NA,NA,NA
Dden,FAR,RF,RUN5,PA1,0.95,990,91.566,99.856
Dden,SR,RF,RUN5,PA1,0.95,990,91.566,99.856
Dden,ACCURACY,RF,RUN5,PA1,0.996,990,91.566,99.856
Dden,BIAS,RF,RUN5,PA1,1,970,92.771,99.783
Dden,POD,RF,RUN5,PA1,0.988,9,100,0
Dden,CSI,RF,RUN5,PA1,0.874,990,91.566,99.856
Dden,ETS,RF,RUN5,PA1,0.87,990,91.566,99.856
Gpol,KAPPA,GLM,RUN1,PA1,0.725,565,86.428,88.6
Gpol,TSS,GLM,RUN1,PA1,0.752,443,88.926,86.255
Gpol,ROC,GLM,RUN1,PA1,0.939,NA,NA,NA
Gpol,FAR,GLM,RUN1,PA1,0.863,931,41.882,97.006
Gpol,SR,GLM,RUN1,PA1,0.863,931,41.882,97.006
Gpol,ACCURACY,GLM,RUN1,PA1,0.88,696,80.683,91.198
Gpol,BIAS,GLM,RUN1,PA1,0.999,706,80.1,91.342
Gpol,POD,GLM,RUN1,PA1,1,30,100,0
Gpol,CSI,GLM,RUN1,PA1,0.685,565,86.428,88.6
Gpol,ETS,GLM,RUN1,PA1,0.568,565,86.428,88.6
Gpol,KAPPA,ANN,RUN1,PA1,0.788,645,87.261,92.46
Gpol,TSS,ANN,RUN1,PA1,0.807,569,89.425,91.306
Gpol,ROC,ANN,RUN1,PA1,0.96,NA,NA,NA
Gpol,FAR,ANN,RUN1,PA1,0.936,960,50.125,98.485
Gpol,SR,ANN,RUN1,PA1,0.936,960,50.125,98.485
Gpol,ACCURACY,ANN,RUN1,PA1,0.91,645,87.261,92.46
Gpol,BIAS,ANN,RUN1,PA1,0.994,693,85.012,93.218
Gpol,POD,ANN,RUN1,PA1,0.995,30,99.5,39.105
Gpol,CSI,ANN,RUN1,PA1,0.745,645,87.261,92.46
Gpol,ETS,ANN,RUN1,PA1,0.651,645,87.261,92.46
Gpol,KAPPA,SRE,RUN1,PA1,0.575,495,81.432,80.411
